Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
"NEPREMIČNINSKI SKLAD POKOJNINSKEGA IN INVALIDSKEGA ZAVAROVANJA, d.o.o.","NEPREMIČNINSKI SKLAD POKOJNINSKEGA IN INVALIDSKEGA ZAVAROVANJA, d.o.o.",,"Mala ulica 5, 1000 Ljubljana",", NEPREMIČNINSKI SKLAD POKOJNINSKEGA IN INVALIDSKEGA ZAVAROVANJA, d.o.o."
CARDIAL specialistična ambulantna dejavnost d.o.o.,CARDIAL specialistična ambulantna dejavnost d.o.o.,,"Zaloška cesta 69, 1000 Ljubljana",", CARDIAL specialistična ambulantna dejavnost d.o.o."
32 d.o.o. Zdravstvo in zobozdravstvo,32 d.o.o. Zdravstvo in zobozdravstvo,,"Ulica bratov Babnik 10, 1000 Ljubljana",", 32 d.o.o. Zdravstvo in zobozdravstvo"
"GGE družba za izvajanje energetskih storitev, d.o.o.","GGE družba za izvajanje energetskih storitev, d.o.o.",,"Šlandrova ulica 4 B, 1231 Ljubljana - Črnuče",", GGE družba za izvajanje energetskih storitev, d.o.o."
"GRO-Inženiring, podjetje za geotehniko, rudarstvo, okolje in inženiring, d.o.o., Trbovlje","GRO-Inženiring, podjetje za geotehniko, rudarstvo, okolje in inženiring, d.o.o., Trbovlje",,"Trg revolucije 12, 1420 Trbovlje",", GRO-Inženiring, podjetje za geotehniko, rudarstvo, okolje in inženiring, d.o.o., Trbovlje"
"ALSTAR, združene komunikacije, d.o.o.","ALSTAR, združene komunikacije, d.o.o.",,"Špruha 19, 1236 Trzin",", ALSTAR, združene komunikacije, d.o.o."
"PATRONAŽKA, patronaža, zdravstvena nega in babištvo, d.o.o.","PATRONAŽKA, patronaža, zdravstvena nega in babištvo, d.o.o.",,"Ulica 30. maja 12, 2341 Limbuš",", PATRONAŽKA, patronaža, zdravstvena nega in babištvo, d.o.o."
"JOD, družba za inženiring in izgradnjo energetskih objektov d.o.o.","JOD, družba za inženiring in izgradnjo energetskih objektov d.o.o.",,"Ulica 15.maja 15, 6000 Koper - Capodistria",", JOD, družba za inženiring in izgradnjo energetskih objektov d.o.o."
Srednjesavske elektrarne d.o.o.,Srednjesavske elektrarne d.o.o.,,"Ob železnici 27, 1420 Trbovlje",", Srednjesavske elektrarne d.o.o."
"Mrežni podjetniški inkubator Ormož, d.o.o.","Mrežni podjetniški inkubator Ormož, d.o.o.",,"Vrazova ulica 9, 2270 Ormož",", Mrežni podjetniški inkubator Ormož, d.o.o."
"ZARJA EKOENERGIJA, Proizvodnja in dobava toplotne energije iz obnovljivih virov energije, d.o.o., Semič","ZARJA EKOENERGIJA, Proizvodnja in dobava toplotne energije iz obnovljivih virov energije, d.o.o., Semič",,"Štefanov trg 9, 8333 Semič",", ZARJA EKOENERGIJA, Proizvodnja in dobava toplotne energije iz obnovljivih virov energije, d.o.o., Semič"
"Slovenske železnice - Infrastruktura, družba za upravljanje in vzdrževanje železniške infrastrukture ter vodenje železniškega prometa, d.o.o.","Slovenske železnice - Infrastruktura, družba za upravljanje in vzdrževanje železniške infrastrukture ter vodenje železniškega prometa, d.o.o.",,"Kolodvorska ulica 11, 1000 Ljubljana",", Slovenske železnice - Infrastruktura, družba za upravljanje in vzdrževanje železniške infrastrukture ter vodenje železniškega prometa, d.o.o."
"Slovenske železnice - Tovorni promet, družba za opravljanje prevoza blaga v notranjem in mednarodnem železniškem prometu, d.o.o.","Slovenske železnice - Tovorni promet, družba za opravljanje prevoza blaga v notranjem in mednarodnem železniškem prometu, d.o.o.",,"Kolodvorska ulica 11, 1000 Ljubljana",", Slovenske železnice - Tovorni promet, družba za opravljanje prevoza blaga v notranjem in mednarodnem železniškem prometu, d.o.o."
"Slovenske železnice - Potniški promet, družba za opravljanje prevoza potnikov v notranjem in mednarodnem železniškem prometu, d.o.o.","Slovenske železnice - Potniški promet, družba za opravljanje prevoza potnikov v notranjem in mednarodnem železniškem prometu, d.o.o.",,"Kolodvorska ulica 11, 1000 Ljubljana",", Slovenske železnice - Potniški promet, družba za opravljanje prevoza potnikov v notranjem in mednarodnem železniškem prometu, d.o.o."
"AMBULANTA TOMINC, zdravstvena dejavnost, d.o.o.","AMBULANTA TOMINC, zdravstvena dejavnost, d.o.o.",,"Pot v toplice 9, 2250 Ptuj",", AMBULANTA TOMINC, zdravstvena dejavnost, d.o.o."
"ZOBNA AMBULANTA dr. KURILJ, zobozdravstvena dejavnost, d.o.o.","ZOBNA AMBULANTA dr. KURILJ, zobozdravstvena dejavnost, d.o.o.",,"Potrčeva cesta 17, 2250 Ptuj",", ZOBNA AMBULANTA dr. KURILJ, zobozdravstvena dejavnost, d.o.o."
"Gradnje Starše, javno podjetje, d.o.o.","Gradnje Starše, javno podjetje, d.o.o.",,"Starše 93, 2205 Starše",", Gradnje Starše, javno podjetje, d.o.o."
"TOPZOB, zobozdravstvo za mladino in odrasle, d.o.o.","TOPZOB, zobozdravstvo za mladino in odrasle, d.o.o.",,"Rajšpova ulica 16, 2250 Ptuj",", TOPZOB, zobozdravstvo za mladino in odrasle, d.o.o."
"TOPMED, internistika, kardiologija in storitve, d.o.o.","TOPMED, internistika, kardiologija in storitve, d.o.o.",,"Rajšpova ulica 16, 2250 Ptuj",", TOPMED, internistika, kardiologija in storitve, d.o.o."
"ZDRAVSTVO BERIĆ, ambulanta splošne medicine in specialistična psihiatrična ordinacija, d.o.o.","ZDRAVSTVO BERIĆ, ambulanta splošne medicine in specialistična psihiatrična ordinacija, d.o.o.",,"Osojnikova cesta 9, 2250 Ptuj",", ZDRAVSTVO BERIĆ, ambulanta splošne medicine in specialistična psihiatrična ordinacija, d.o.o."
"DENTAL B, zobozdravstvene in zdravstvene storitve, d.o.o.","DENTAL B, zobozdravstvene in zdravstvene storitve, d.o.o.",,"Cesta Osvobodilne fronte 44, 2000 Maribor",", DENTAL B, zobozdravstvene in zdravstvene storitve, d.o.o."
A-DENS zobozdravstvene storitve d.o.o.,A-DENS zobozdravstvene storitve d.o.o.,,"Trg 27, 8216 Mirna Peč",", A-DENS zobozdravstvene storitve d.o.o."
"AP NOVAK, avtoprevozništvo in prevoz potnikov d.o.o.","AP NOVAK, avtoprevozništvo in prevoz potnikov d.o.o.",,"Radomerje 15, 9240 Ljutomer",", AP NOVAK, avtoprevozništvo in prevoz potnikov d.o.o."
"KSENIJA DE LORENZI, Zdravstvo in nepremičnine, d.o.o.","KSENIJA DE LORENZI, Zdravstvo in nepremičnine, d.o.o.",,"Erjavčeva ulica 30, 5000 Nova Gorica",", KSENIJA DE LORENZI, Zdravstvo in nepremičnine, d.o.o."
"ECE, energetska družba, d.o.o.","ECE, energetska družba, d.o.o.",,"Vrunčeva ulica 2 A, 3000 Celje",", ECE, energetska družba, d.o.o."
Javno podjetje Komunala Brežice d.o.o.,Javno podjetje Komunala Brežice d.o.o.,,"Cesta prvih borcev 18, 8250 Brežice",", Javno podjetje Komunala Brežice d.o.o."
"Armal, trgovina za sanitarno in ogrevalno opremo, d.o.o.- v stečaju","Armal, trgovina za sanitarno in ogrevalno opremo, d.o.o.- v stečaju",,"Oreško nabrežje 9, 2000 Maribor",", Armal, trgovina za sanitarno in ogrevalno opremo, d.o.o.- v stečaju"
"KSP DENT, zobozdravstvene storitve, d.o.o.","KSP DENT, zobozdravstvene storitve, d.o.o.",,"Maistrova ulica 22, 2230 Lenart v Slov. goricah",", KSP DENT, zobozdravstvene storitve, d.o.o."
"DIDENT, zobozdravstvena dejavnost d.o.o.","DIDENT, zobozdravstvena dejavnost d.o.o.",,"Stara cesta 10, 4220 Škofja Loka",", DIDENT, zobozdravstvena dejavnost d.o.o."
"AMBULANTA ZA VSE GENERACIJE, zdravstvene storitve in svetovanje, d.o.o.","AMBULANTA ZA VSE GENERACIJE, zdravstvene storitve in svetovanje, d.o.o.",,"Potrčeva cesta 15, 2250 Ptuj",", AMBULANTA ZA VSE GENERACIJE, zdravstvene storitve in svetovanje, d.o.o."
"Dentmed, zobozdravstvene storitve, d.o.o.","Dentmed, zobozdravstvene storitve, d.o.o.",,"Ulica Pariške komune 42, 2000 Maribor",", Dentmed, zobozdravstvene storitve, d.o.o."
"KOCEROD, družba za ravnanje z odpadki d.o.o.","KOCEROD, družba za ravnanje z odpadki d.o.o.",,"Mislinjska Dobrava 108 A, 2383 Šmartno pri Slovenj Gradcu",", KOCEROD, družba za ravnanje z odpadki d.o.o."
"LILIMED, zunajbolnišnična zdravstvena dejavnost in trgovina, d.o.o.","LILIMED, zunajbolnišnična zdravstvena dejavnost in trgovina, d.o.o.",,"Breg 6 A, 2322 Majšperk",", LILIMED, zunajbolnišnična zdravstvena dejavnost in trgovina, d.o.o."
"ZOBNA ORDINACIJA dr. Bergman, zobozdravstvena dejavnost in svetovanje, d.o.o.","ZOBNA ORDINACIJA dr. Bergman, zobozdravstvena dejavnost in svetovanje, d.o.o.",,"Uraničeva ulica 4 A, 1000 Ljubljana",", ZOBNA ORDINACIJA dr. Bergman, zobozdravstvena dejavnost in svetovanje, d.o.o."
"ECHINACEA družba za zdravstvene storitve, svetovanje in trgovino, d.o.o.","ECHINACEA družba za zdravstvene storitve, svetovanje in trgovino, d.o.o.",,"Malečnik 14, 2229 Malečnik",", ECHINACEA družba za zdravstvene storitve, svetovanje in trgovino, d.o.o."
"VISAMA, zdravstvo, storitve in izobraževanje, d.o.o.","VISAMA, zdravstvo, storitve in izobraževanje, d.o.o.",,"Videm pri Ptuju 51, 2284 Videm pri Ptuju",", VISAMA, zdravstvo, storitve in izobraževanje, d.o.o."
"MENS MAIOR, družba za zdravstvene storitve in druge poslovne storitve, d.o.o.","MENS MAIOR, družba za zdravstvene storitve in druge poslovne storitve, d.o.o.",,"Lackova cesta 269, 2341 Limbuš",", MENS MAIOR, družba za zdravstvene storitve in druge poslovne storitve, d.o.o."
"DENTALNI STUDIO MB, zobozdravstvena ambulanta in storitve Mihaela Benko, dr. dent. med., d.o.o.","DENTALNI STUDIO MB, zobozdravstvena ambulanta in storitve Mihaela Benko, dr. dent. med., d.o.o.",,"Gregorčičeva ulica 1, 2230 Lenart v Slov. goricah",", DENTALNI STUDIO MB, zobozdravstvena ambulanta in storitve Mihaela Benko, dr. dent. med., d.o.o."
"AMBULANTA JERKOVIĆ, zdravstvene storitve in svetovanje, d.o.o.","AMBULANTA JERKOVIĆ, zdravstvene storitve in svetovanje, d.o.o.",,"Osojnikova cesta 9, 2250 Ptuj",", AMBULANTA JERKOVIĆ, zdravstvene storitve in svetovanje, d.o.o."
"MEDICINSKE STORITVE A MEDICA, d.o.o.","MEDICINSKE STORITVE A MEDICA, d.o.o.",,"Trstenjakova ulica 34, 9000 Murska Sobota",", MEDICINSKE STORITVE A MEDICA, d.o.o."
"PEDIATRIČNA ORDINACIJA BARBARA DIETNER MERKAN, zdravstvene storitve in svetovanje, d.o.o.","PEDIATRIČNA ORDINACIJA BARBARA DIETNER MERKAN, zdravstvene storitve in svetovanje, d.o.o.",,"Pobreška cesta 6, 2000 Maribor",", PEDIATRIČNA ORDINACIJA BARBARA DIETNER MERKAN, zdravstvene storitve in svetovanje, d.o.o."
"ŠOLMED - ŠOLSKA IN PEDIATRIČNA AMBULANTA, zdravstvene storitve in svetovanje, d.o.o.","ŠOLMED - ŠOLSKA IN PEDIATRIČNA AMBULANTA, zdravstvene storitve in svetovanje, d.o.o.",,"Lackova cesta 135, 2341 Limbuš",", ŠOLMED - ŠOLSKA IN PEDIATRIČNA AMBULANTA, zdravstvene storitve in svetovanje, d.o.o."
"ZOBNA AMBULANTA FARTEK BESENIČAR, zobozdravstvene storitve, d.o.o.","ZOBNA AMBULANTA FARTEK BESENIČAR, zobozdravstvene storitve, d.o.o.",,"Ulica Gradnikove brigade 7, 5000 Nova Gorica",", ZOBNA AMBULANTA FARTEK BESENIČAR, zobozdravstvene storitve, d.o.o."
"TATALOVIČ, zobozdravstvo d.o.o.","TATALOVIČ, zobozdravstvo d.o.o.",,"Tovarniška ulica 10, 8270 Krško",", TATALOVIČ, zobozdravstvo d.o.o."
"MAMELON, zobozdravstvena oskrba in storitve d.o.o.","MAMELON, zobozdravstvena oskrba in storitve d.o.o.",,"Plese 2, 9000 Murska Sobota",", MAMELON, zobozdravstvena oskrba in storitve d.o.o."
Psihiatrična in pedopsihiatrična ordinacija Anja Reljić Prinčič d.o.o.,Psihiatrična in pedopsihiatrična ordinacija Anja Reljić Prinčič d.o.o.,,"Slomškova ulica 35, 1000 Ljubljana",", Psihiatrična in pedopsihiatrična ordinacija Anja Reljić Prinčič d.o.o."
"Obalni tehnološki sklad, Druge z informacijsko tehnologijo in računalniškimi storitvami povezane dejavnosti d.o.o.","Obalni tehnološki sklad, Druge z informacijsko tehnologijo in računalniškimi storitvami povezane dejavnosti d.o.o.",,"Senčna pot 10, 6320 Portorož - Portorose",", Obalni tehnološki sklad, Druge z informacijsko tehnologijo in računalniškimi storitvami povezane dejavnosti d.o.o."
"KARDIOLOŠKA AMBULANTA ŠANI, zdravstvene storitve, d.o.o.","KARDIOLOŠKA AMBULANTA ŠANI, zdravstvene storitve, d.o.o.",,"Dolenjska cesta 324 A, 1291 Škofljica",", KARDIOLOŠKA AMBULANTA ŠANI, zdravstvene storitve, d.o.o."
"AVTOBUSNI PREVOZI MRGOLE, d.o.o.","AVTOBUSNI PREVOZI MRGOLE, d.o.o.",,"Telče 19 A, 8295 Tržišče",", AVTOBUSNI PREVOZI MRGOLE, d.o.o."
"AMBULANTA MRŠNIK, splošna zdravstvena dejavnost, d.o.o.","AMBULANTA MRŠNIK, splošna zdravstvena dejavnost, d.o.o.",,"Destrnik 9, 2253 Destrnik",", AMBULANTA MRŠNIK, splošna zdravstvena dejavnost, d.o.o."
"CASERMAN, zasebna pediatrična ambulanta, d.o.o.","CASERMAN, zasebna pediatrična ambulanta, d.o.o.",,"Cesta 6. maja 11, 1360 Vrhnika",", CASERMAN, zasebna pediatrična ambulanta, d.o.o."
ORTODONTIJA M čeljustna in zobna ortopedija d.o.o.,ORTODONTIJA M čeljustna in zobna ortopedija d.o.o.,,"Kolezijska ulica 5, 1000 Ljubljana",", ORTODONTIJA M čeljustna in zobna ortopedija d.o.o."
ZASEBNA ORDINACIJA dr. JADEK d.o.o.,ZASEBNA ORDINACIJA dr. JADEK d.o.o.,,"Cankarjeva ulica 6, 3000 Celje",", ZASEBNA ORDINACIJA dr. JADEK d.o.o."
"MCL, PSIHIATRIČNA ORDINACIJA, d.o.o.","MCL, PSIHIATRIČNA ORDINACIJA, d.o.o.",,"Metelkova ulica 15, 1000 Ljubljana",", MCL, PSIHIATRIČNA ORDINACIJA, d.o.o."
"ZOBOZDRAVSTVO LUKAN, zobozdravstvene in druge storitve, d.o.o.","ZOBOZDRAVSTVO LUKAN, zobozdravstvene in druge storitve, d.o.o.",,"Žolgarjeva ulica 7, 2000 Maribor",", ZOBOZDRAVSTVO LUKAN, zobozdravstvene in druge storitve, d.o.o."
ZASEBNI VRTEC DOBRA TETA d.o.o.,ZASEBNI VRTEC DOBRA TETA d.o.o.,,"Ručigajeva cesta 34, 4000 Kranj",", ZASEBNI VRTEC DOBRA TETA d.o.o."
"AGENCIJA AGADO, agencija za kadre, marketing, šport, gostinske in druge poslovne storitve, d.o.o.","AGENCIJA AGADO, agencija za kadre, marketing, šport, gostinske in druge poslovne storitve, d.o.o.",,"Dunajska cesta 106, 1000 Ljubljana",", AGENCIJA AGADO, agencija za kadre, marketing, šport, gostinske in druge poslovne storitve, d.o.o."
"GINEKOLOGIJA DR. FRANIĆ, zdravstvene in izobraževalne dejavnosti, d.o.o.","GINEKOLOGIJA DR. FRANIĆ, zdravstvene in izobraževalne dejavnosti, d.o.o.",,"Celjska cesta 10, 3250 Rogaška Slatina",", GINEKOLOGIJA DR. FRANIĆ, zdravstvene in izobraževalne dejavnosti, d.o.o."
"SVC socialno varstveni center Osilnica, d.o.o.","SVC socialno varstveni center Osilnica, d.o.o.",,"Sela 30, 1337 Osilnica",", SVC socialno varstveni center Osilnica, d.o.o."
"AVTOBUSNI PREVOZI NOVAK BUS, d.o.o.","AVTOBUSNI PREVOZI NOVAK BUS, d.o.o.",,"Podgorje ob Sevnični 17 A, 8292 Zabukovje",", AVTOBUSNI PREVOZI NOVAK BUS, d.o.o."
"GMI, inženiring in vzdrževanje, d.o.o.","GMI, inženiring in vzdrževanje, d.o.o.",,"Zgornja Pristava 4 A, 3210 Slovenske Konjice",", GMI, inženiring in vzdrževanje, d.o.o."
Zasebna fizioterapija PALMA MANUS d.o.o.,Zasebna fizioterapija PALMA MANUS d.o.o.,,"Cesta zmage 1, 1410 Zagorje ob Savi",", Zasebna fizioterapija PALMA MANUS d.o.o."
"STEINER, zasebne ambulante splošne medicine, d.o.o.","STEINER, zasebne ambulante splošne medicine, d.o.o.",,"Šmihelska cesta 7, 3330 Mozirje",", STEINER, zasebne ambulante splošne medicine, d.o.o."
Javno podjetje Energetika Šentrupert d.o.o.,Javno podjetje Energetika Šentrupert d.o.o.,,"Šentrupert 5, 8232 Šentrupert",", Javno podjetje Energetika Šentrupert d.o.o."
"MAJOMA, zobozdravstvene storitve, d.o.o.","MAJOMA, zobozdravstvene storitve, d.o.o.",,"Betettova ulica 11, 2000 Maribor",", MAJOMA, zobozdravstvene storitve, d.o.o."
"FIZIOTERAPIJA RUDOLFOVO, terapija, šport in kozmetika, d.o.o.","FIZIOTERAPIJA RUDOLFOVO, terapija, šport in kozmetika, d.o.o.",,"Adamičeva ulica 57, 8000 Novo mesto",", FIZIOTERAPIJA RUDOLFOVO, terapija, šport in kozmetika, d.o.o."
"FIZIOTERAPIJA MAJCEN, terapija, svetovanje in trgovina d.o.o.","FIZIOTERAPIJA MAJCEN, terapija, svetovanje in trgovina d.o.o.",,"Brezovica 70, 8220 Šmarješke Toplice",", FIZIOTERAPIJA MAJCEN, terapija, svetovanje in trgovina d.o.o."
"ZASEBNA AMBULANTA ROJ, dr.med., splošna medicina, medicina dela, prometa in športa, lepotni salon Harmonija, d.o.o.","ZASEBNA AMBULANTA ROJ, dr.med., splošna medicina, medicina dela, prometa in športa, lepotni salon Harmonija, d.o.o.",,"Mroževa ulica 3, 2310 Slovenska Bistrica",", ZASEBNA AMBULANTA ROJ, dr.med., splošna medicina, medicina dela, prometa in športa, lepotni salon Harmonija, d.o.o."
"TET Novi materiali d.o.o., Trgovina in storitve","TET Novi materiali d.o.o., Trgovina in storitve",,"Ob železnici 27, 1420 Trbovlje",", TET Novi materiali d.o.o., Trgovina in storitve"
"MEDI PULMO, interna medicina, d.o.o.","MEDI PULMO, interna medicina, d.o.o.",,"Koprska ulica 94 A, 1000 Ljubljana",", MEDI PULMO, interna medicina, d.o.o."
"BROVET, okulistična specialistična dejavnost, d.o.o.","BROVET, okulistična specialistična dejavnost, d.o.o.",,"Groharjeva cesta 11, 1000 Ljubljana",", BROVET, okulistična specialistična dejavnost, d.o.o."
"PS Moj paket, direktna prodaja d. o. o.","PS Moj paket, direktna prodaja d. o. o.",,"Partizanska cesta 54, 2000 Maribor",", PS Moj paket, direktna prodaja d. o. o."
"Javno podjetje Kanalizacija in čistilna naprava Radlje, d.o.o.","Javno podjetje Kanalizacija in čistilna naprava Radlje, d.o.o.",,"Mariborska cesta 7, 2360 Radlje ob Dravi",", Javno podjetje Kanalizacija in čistilna naprava Radlje, d.o.o."
"MEDICA PRIMA, zdravstvene storitve, svetovanje, trgovina, d.o.o.","MEDICA PRIMA, zdravstvene storitve, svetovanje, trgovina, d.o.o.",,"Na trati 2, 2000 Maribor",", MEDICA PRIMA, zdravstvene storitve, svetovanje, trgovina, d.o.o."
"ENERGIJA IN OKOLJE, družba za napredne energetske in okoljske rešitve, d.o.o.","ENERGIJA IN OKOLJE, družba za napredne energetske in okoljske rešitve, d.o.o.",,"Jadranska cesta 28, 2000 Maribor",", ENERGIJA IN OKOLJE, družba za napredne energetske in okoljske rešitve, d.o.o."
DENTIM zobozdravstvo d.o.o.,DENTIM zobozdravstvo d.o.o.,,"Škocjan 67, 8275 Škocjan",", DENTIM zobozdravstvo d.o.o."
"MEDICINA ILJAŽ,storitve, d.o.o.","MEDICINA ILJAŽ,storitve, d.o.o.",,"Bizeljska cesta 104, 8259 Bizeljsko",", MEDICINA ILJAŽ,storitve, d.o.o."
"AMBULANTA MEŽNAR, specialistična ambulanta za alergijske in pljučne bolezni, d.o.o.","AMBULANTA MEŽNAR, specialistična ambulanta za alergijske in pljučne bolezni, d.o.o.",,"Ulica Tončke Čečeve 9, 3000 Celje",", AMBULANTA MEŽNAR, specialistična ambulanta za alergijske in pljučne bolezni, d.o.o."
"BUAN, gostinstvo in storitve, d.o.o.","BUAN, gostinstvo in storitve, d.o.o.",,"Partizanska cesta 37, 4000 Kranj",", BUAN, gostinstvo in storitve, d.o.o."
"Ambulanta družinske medicine, ADM MARN VODOVNIK D.O.O.","Ambulanta družinske medicine, ADM MARN VODOVNIK D.O.O.",,"Sv. Duh 162, 4220 Škofja Loka",", Ambulanta družinske medicine, ADM MARN VODOVNIK D.O.O."
"GINEKOMED FORUM, zdravstvene storitve in svetovanje, d.o.o.","GINEKOMED FORUM, zdravstvene storitve in svetovanje, d.o.o.",,"Cankarjeva ulica 6 D, 2000 Maribor",", GINEKOMED FORUM, zdravstvene storitve in svetovanje, d.o.o."
"Dežela kozolcev Šentrupert, dejavnost muzejev, d.o.o.","Dežela kozolcev Šentrupert, dejavnost muzejev, d.o.o.",,"Šentrupert 33, 8232 Šentrupert",", Dežela kozolcev Šentrupert, dejavnost muzejev, d.o.o."
"EMBAKOM, družba za ravnanje z odpadno embalažo, d.o.o.","EMBAKOM, družba za ravnanje z odpadno embalažo, d.o.o.",,"Pod hrasti 33, 1218 Komenda",", EMBAKOM, družba za ravnanje z odpadno embalažo, d.o.o."
MELADENS storitve in svetovanje d.o.o.,MELADENS storitve in svetovanje d.o.o.,,"Vransko 130 D, 3305 Vransko",", MELADENS storitve in svetovanje d.o.o."
Anepremičnine trgovanje z lastnimi nepremičninami d.o.o.,Anepremičnine trgovanje z lastnimi nepremičninami d.o.o.,,"Dunajska cesta 167, 1000 Ljubljana",", Anepremičnine trgovanje z lastnimi nepremičninami d.o.o."
PS ZAVAROVALNO ZASTOPNIŠTVO d. o. o.,PS ZAVAROVALNO ZASTOPNIŠTVO d. o. o.,,"Letališka cesta 32, 1000 Ljubljana",", PS ZAVAROVALNO ZASTOPNIŠTVO d. o. o."
Fizioterapija Reven d.o.o.,Fizioterapija Reven d.o.o.,,"Kranjska pot 5, 1218 Komenda",", Fizioterapija Reven d.o.o."
"ZoboEstetika, estetsko zobozdravstvo in ortodontija, d.o.o.","ZoboEstetika, estetsko zobozdravstvo in ortodontija, d.o.o.",,"Gubčeva cesta 41 A, 8210 Trebnje",", ZoboEstetika, estetsko zobozdravstvo in ortodontija, d.o.o."
"ZOBOZDRAVSTVO CIZERL, zobozdravstvena dejavnost, d.o.o.","ZOBOZDRAVSTVO CIZERL, zobozdravstvena dejavnost, d.o.o.",,"Pot v toplice 9, 2250 Ptuj",", ZOBOZDRAVSTVO CIZERL, zobozdravstvena dejavnost, d.o.o."
"AMBULANTA POLJČANE, ambulanta splošne in družinske medicine, d.o.o.","AMBULANTA POLJČANE, ambulanta splošne in družinske medicine, d.o.o.",,"Bistriška cesta 62, 2319 Poljčane",", AMBULANTA POLJČANE, ambulanta splošne in družinske medicine, d.o.o."
"AMBULANTA STRAŽA, splošna zdravstvena dejavnost, d.o.o.","AMBULANTA STRAŽA, splošna zdravstvena dejavnost, d.o.o.",,"Ulica talcev 17, 8351 Straža pri Novem mestu",", AMBULANTA STRAŽA, splošna zdravstvena dejavnost, d.o.o."
"INKUBATOR SAVINJSKE REGIJE, d.o.o.","INKUBATOR SAVINJSKE REGIJE, d.o.o.",,"Gregorčičeva ulica 6, 3000 Celje",", INKUBATOR SAVINJSKE REGIJE, d.o.o."
"AMBULANTA IGOR MIHAJLOVIĆ, zdravstvene in druge storitve, d.o.o.","AMBULANTA IGOR MIHAJLOVIĆ, zdravstvene in druge storitve, d.o.o.",,"Partizanska ulica 38, 2360 Radlje ob Dravi",", AMBULANTA IGOR MIHAJLOVIĆ, zdravstvene in druge storitve, d.o.o."
"ORTODONTSKA ORDINACIJA VB, ortodontska in druge dejavnosti, d.o.o.","ORTODONTSKA ORDINACIJA VB, ortodontska in druge dejavnosti, d.o.o.",,"Turnerjeva ulica 21 B, 2000 Maribor",", ORTODONTSKA ORDINACIJA VB, ortodontska in druge dejavnosti, d.o.o."
"VA PRESKA, veterinarska ambulanta v osemenjevalnem središču Preska, d.o.o.","VA PRESKA, veterinarska ambulanta v osemenjevalnem središču Preska, d.o.o.",,"Cesta v Bonovec 1, 1215 Medvode",", VA PRESKA, veterinarska ambulanta v osemenjevalnem središču Preska, d.o.o."
VETERINARSKA AMBULANTA V OSEMENJEVALNEM SREDIŠČU MURSKA SOBOTA d.o.o.,VETERINARSKA AMBULANTA V OSEMENJEVALNEM SREDIŠČU MURSKA SOBOTA d.o.o.,,"Ulica Štefana Kovača 40, 9000 Murska Sobota",", VETERINARSKA AMBULANTA V OSEMENJEVALNEM SREDIŠČU MURSKA SOBOTA d.o.o."
"ZASEBNA FIZIOTERAPIJA, storitve in svetovanje, d.o.o.","ZASEBNA FIZIOTERAPIJA, storitve in svetovanje, d.o.o.",,"Ob gozdu 21, 2000 Maribor",", ZASEBNA FIZIOTERAPIJA, storitve in svetovanje, d.o.o."
"ORTO4U, zobozdravstvena dejavnost, d.o.o.","ORTO4U, zobozdravstvena dejavnost, d.o.o.",,"Ulica bratov Komel 25, 1210 Ljubljana - Šentvid",", ORTO4U, zobozdravstvena dejavnost, d.o.o."
