Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
"MEDIAL, dimnikarske storitve Lendava d.o.o.","MEDIAL, dimnikarske storitve Lendava d.o.o.",,"Kranjčeva ulica 23, 9220 Lendava - Lendva",", MEDIAL, dimnikarske storitve Lendava d.o.o."
KDS DIMNIKARSKE STORITVE Ljutomer d.o.o.,KDS DIMNIKARSKE STORITVE Ljutomer d.o.o.,,"Razlagova ulica 13 B, 9240 Ljutomer",", KDS DIMNIKARSKE STORITVE Ljutomer d.o.o."
ČISTO OKOLJE KDN dimnikarske storitve Gornja Radgona d.o.o.,ČISTO OKOLJE KDN dimnikarske storitve Gornja Radgona d.o.o.,,"Lackova ulica 21, 9250 Gornja Radgona",", ČISTO OKOLJE KDN dimnikarske storitve Gornja Radgona d.o.o."
"DENTEC - Zdravstvene storitve, d.o.o. Koper","DENTEC - Zdravstvene storitve, d.o.o. Koper",,"Dolinska cesta 17 C, 6000 Koper - Capodistria",", DENTEC - Zdravstvene storitve, d.o.o. Koper"
"ŽELVA podjetje za usposabljanje in zaposlovanje invalidov, d.o.o. Ljubljana","ŽELVA podjetje za usposabljanje in zaposlovanje invalidov, d.o.o. Ljubljana",,"Ulica Alme Sodnik 6, 1000 Ljubljana",", ŽELVA podjetje za usposabljanje in zaposlovanje invalidov, d.o.o. Ljubljana"
"NAVČEK, pogrebne storitve, d.o.o., Visoko","NAVČEK, pogrebne storitve, d.o.o., Visoko",,"Visoko 140, 4212 Visoko",", NAVČEK, pogrebne storitve, d.o.o., Visoko"
ZOBKI zasebna zobna ordinacija d.o.o.,ZOBKI zasebna zobna ordinacija d.o.o.,,"Putrihova ulica 1, 1000 Ljubljana",", ZOBKI zasebna zobna ordinacija d.o.o."
"LOTUS ART storitve, proizvodnja in trgovina d.o.o. Šentvid pri Stični","LOTUS ART storitve, proizvodnja in trgovina d.o.o. Šentvid pri Stični",,"Šentvid pri Stični 26 A, 1296 Šentvid pri Stični",", LOTUS ART storitve, proizvodnja in trgovina d.o.o. Šentvid pri Stični"
ALZIS POGREBNE STORITVE - JOŽICA COIF S.P.,ALZIS POGREBNE STORITVE - JOŽICA COIF S.P.,,"Mariborska cesta 100, 2312 Orehova vas",", ALZIS POGREBNE STORITVE - JOŽICA COIF S.P."
SAUBERMACHER - KOMUNALA - podjetje za odstranjevanje odpadkov Murska Sobota d.o.o.,SAUBERMACHER - KOMUNALA - podjetje za odstranjevanje odpadkov Murska Sobota d.o.o.,,"Noršinska ulica 12, 9000 Murska Sobota",", SAUBERMACHER - KOMUNALA - podjetje za odstranjevanje odpadkov Murska Sobota d.o.o."
DIMNIKARSTVO KRANER VINCENCIJ KRALJ S.P.,DIMNIKARSTVO KRANER VINCENCIJ KRALJ S.P.,,"Notranjska cesta 14, 1370 Logatec",", DIMNIKARSTVO KRANER VINCENCIJ KRALJ S.P."
ZDRAVSTVENI ZAVOD REVITA,ZDRAVSTVENI ZAVOD REVITA,,"Peričeva ulica 31, 1000 Ljubljana",", ZDRAVSTVENI ZAVOD REVITA"
"STUDIO R, specialistična zdravstvena dejavnost splošne medicine, d.o.o.","STUDIO R, specialistična zdravstvena dejavnost splošne medicine, d.o.o.",,"Na klancu 22, 1360 Vrhnika",", STUDIO R, specialistična zdravstvena dejavnost splošne medicine, d.o.o."
DIMNIKARSTVO ŽUPANEK dimnikarske storitve d.o.o.,DIMNIKARSTVO ŽUPANEK dimnikarske storitve d.o.o.,,"Slomškov trg 8, 2000 Maribor",", DIMNIKARSTVO ŽUPANEK dimnikarske storitve d.o.o."
DIMNIKARSKA SLUŽBA VEHOVAR dimnikarske storitve d.o.o.,DIMNIKARSKA SLUŽBA VEHOVAR dimnikarske storitve d.o.o.,,"Slomškov trg 8, 2000 Maribor",", DIMNIKARSKA SLUŽBA VEHOVAR dimnikarske storitve d.o.o."
DIMNIKARSTVO DIMKO dimnikarske storitve d.o.o.,DIMNIKARSTVO DIMKO dimnikarske storitve d.o.o.,,"Slomškov trg 8, 2000 Maribor",", DIMNIKARSTVO DIMKO dimnikarske storitve d.o.o."
DIMNIKARSTVO KAMIN dimnikarske storitve d.o.o.,DIMNIKARSTVO KAMIN dimnikarske storitve d.o.o.,,"Mlinska ulica 22, 2000 Maribor",", DIMNIKARSTVO KAMIN dimnikarske storitve d.o.o."
DIMNIKARSTVO TALABER dimnikarske storitve d.o.o.,DIMNIKARSTVO TALABER dimnikarske storitve d.o.o.,,"Mlinska ulica 22, 2000 Maribor",", DIMNIKARSTVO TALABER dimnikarske storitve d.o.o."
ENERGETSKI SERVIS vzdrževanje energetskih naprav in objektov ter storitve dimnikarske službe d.o.o.,ENERGETSKI SERVIS vzdrževanje energetskih naprav in objektov ter storitve dimnikarske službe d.o.o.,,"Roška cesta 2 A, 1000 Ljubljana",", ENERGETSKI SERVIS vzdrževanje energetskih naprav in objektov ter storitve dimnikarske službe d.o.o."
"AERODROM PORTOROŽ, d.o.o.","AERODROM PORTOROŽ, d.o.o.",,"Sečovlje 19, 6333 Sečovlje - Sicciole",", AERODROM PORTOROŽ, d.o.o."
Center za uporabno matematiko in teoretično fiziko Univerze v Mariboru,Center za uporabno matematiko in teoretično fiziko Univerze v Mariboru,,"Krekova ulica 2, 2000 Maribor",", Center za uporabno matematiko in teoretično fiziko Univerze v Mariboru"
"ZAVOD SV. FRANČIŠKA SALEŠKEGA za vzgojo, izobraževanje in kulturne dejavnosti","ZAVOD SV. FRANČIŠKA SALEŠKEGA za vzgojo, izobraževanje in kulturne dejavnosti",,"Želimlje 46, 1291 Škofljica",", ZAVOD SV. FRANČIŠKA SALEŠKEGA za vzgojo, izobraževanje in kulturne dejavnosti"
ŽIVKOVIĆ FRANJO - ZASEBNA ZOBNA AMBULANTA,ŽIVKOVIĆ FRANJO - ZASEBNA ZOBNA AMBULANTA,,"Trg svobode 14, 8290 Sevnica",", ŽIVKOVIĆ FRANJO - ZASEBNA ZOBNA AMBULANTA"
ROKOMETNO DRUŠTVO MOŠKANJCI-GORIŠNICA,ROKOMETNO DRUŠTVO MOŠKANJCI-GORIŠNICA,,"Gorišnica 66, 2272 Gorišnica",", ROKOMETNO DRUŠTVO MOŠKANJCI-GORIŠNICA"
ŽUPNIJSKI VRTEC VRHNIKA,ŽUPNIJSKI VRTEC VRHNIKA,,"Voljčeva cesta 21, 1360 Vrhnika",", ŽUPNIJSKI VRTEC VRHNIKA"
RŠA VLEK - meritve in servisno dimnikarske storitve d.o.o.,RŠA VLEK - meritve in servisno dimnikarske storitve d.o.o.,,"Ulica 25. maja 8, 9224 Turnišče",", RŠA VLEK - meritve in servisno dimnikarske storitve d.o.o."
"DIMKO, podjetje za dimnikarske storitve, d.o.o., Škofja Loka","DIMKO, podjetje za dimnikarske storitve, d.o.o., Škofja Loka",,"Fužinska ulica 8, 4220 Škofja Loka",", DIMKO, podjetje za dimnikarske storitve, d.o.o., Škofja Loka"
"VOC CELJE vzdrževanje in obnova cest, d.d.","VOC CELJE vzdrževanje in obnova cest, d.d.",,"Lava 42, 3000 Celje",", VOC CELJE vzdrževanje in obnova cest, d.d."
"KOMUS, Podjetje za komunalne storitve, d.o.o. Postojna, Jeršice 3","KOMUS, Podjetje za komunalne storitve, d.o.o. Postojna, Jeršice 3",,"Jeršice 3, 6230 Postojna",", KOMUS, Podjetje za komunalne storitve, d.o.o. Postojna, Jeršice 3"
"VIGRED, elektroinštalacije, d.o.o.","VIGRED, elektroinštalacije, d.o.o.",,"Milje 44, 4212 Visoko",", VIGRED, elektroinštalacije, d.o.o."
"A DENT, trgovina in storitve, d.o.o.","A DENT, trgovina in storitve, d.o.o.",,"Partizanska cesta 63, 6210 Sežana",", A DENT, trgovina in storitve, d.o.o."
ANSAT Montaža in vzdrževanje elektronskih naprav d.o.o.,ANSAT Montaža in vzdrževanje elektronskih naprav d.o.o.,,"Cesta krških žrtev 47, 8270 Krško",", ANSAT Montaža in vzdrževanje elektronskih naprav d.o.o."
"GEKOTT, pogrebna služba, cvetličarna, trgovina, d.o.o.","GEKOTT, pogrebna služba, cvetličarna, trgovina, d.o.o.",,"Prešernova ulica 5, 3240 Šmarje pri Jelšah",", GEKOTT, pogrebna služba, cvetličarna, trgovina, d.o.o."
GRADNJE gradbeništvo in prevozništvo d.o.o. Boštanj,GRADNJE gradbeništvo in prevozništvo d.o.o. Boštanj,,"Dolenji Boštanj 66 A, 8294 Boštanj",", GRADNJE gradbeništvo in prevozništvo d.o.o. Boštanj"
MARKOVIĆ MILENA - NEGA NA DOMU,MARKOVIĆ MILENA - NEGA NA DOMU,,"Kolodvorska cesta 24, 6257 Pivka",", MARKOVIĆ MILENA - NEGA NA DOMU"
KREZOVIĆ-LOVKO LJILJANA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,KREZOVIĆ-LOVKO LJILJANA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,,"Gregorčičev drevored 11, 6230 Postojna",", KREZOVIĆ-LOVKO LJILJANA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA"
SLUGA ŽARKA - FIZIOTERAPEVT,SLUGA ŽARKA - FIZIOTERAPEVT,,"Ulica Ivana Vadnala 15, 6258 Prestranek",", SLUGA ŽARKA - FIZIOTERAPEVT"
"KAM-BUS družba za prevoz potnikov, turizem in vzdrževanje vozil d.o.o. - SKUPINA ALPETOUR Potovalna agencija","KAM-BUS družba za prevoz potnikov, turizem in vzdrževanje vozil d.o.o. - SKUPINA ALPETOUR Potovalna agencija",,"Perovo 30, 1241 Kamnik",", KAM-BUS družba za prevoz potnikov, turizem in vzdrževanje vozil d.o.o. - SKUPINA ALPETOUR Potovalna agencija"
"ZASEBNA ORDINACIJA SPLOŠNE MEDICINE ZLATKO BORIČ, DR. MED.","ZASEBNA ORDINACIJA SPLOŠNE MEDICINE ZLATKO BORIČ, DR. MED.",,"Zadružna cesta 16, 8340 Črnomelj",", ZASEBNA ORDINACIJA SPLOŠNE MEDICINE ZLATKO BORIČ, DR. MED."
"LESUS PROIZVODNJA, STORITEV IN PREVOZNIŠTVO, JANKO SOVINC S.P.","LESUS PROIZVODNJA, STORITEV IN PREVOZNIŠTVO, JANKO SOVINC S.P.",,"Topolšica 196, 3325 Šoštanj",", LESUS PROIZVODNJA, STORITEV IN PREVOZNIŠTVO, JANKO SOVINC S.P."
"TEVIS- AGENCIJA ZA KADRE, Podjetje za tehnično vzdrževanje in kadrovske storitve ter usposabljanje in zaposlovanje invalidov, d.o.o., Ljubljana","TEVIS- AGENCIJA ZA KADRE, Podjetje za tehnično vzdrževanje in kadrovske storitve ter usposabljanje in zaposlovanje invalidov, d.o.o., Ljubljana",,"Kotnikova ulica 28, 1000 Ljubljana",", TEVIS- AGENCIJA ZA KADRE, Podjetje za tehnično vzdrževanje in kadrovske storitve ter usposabljanje in zaposlovanje invalidov, d.o.o., Ljubljana"
DIMNIKARSTVO IDRIJA STANKO ŠUKALO S.P.,DIMNIKARSTVO IDRIJA STANKO ŠUKALO S.P.,,"Levstikova ulica 5, 5280 Idrija",", DIMNIKARSTVO IDRIJA STANKO ŠUKALO S.P."
"EVI elektroservis in trgovina, Črnomelj, d.o.o.","EVI elektroservis in trgovina, Črnomelj, d.o.o.",,"Kanižarica 42 A, 8340 Črnomelj",", EVI elektroservis in trgovina, Črnomelj, d.o.o."
DIMNIKARSTVO JOŽE KLOBASA S.P.,DIMNIKARSTVO JOŽE KLOBASA S.P.,,"Mariborska cesta 10, 2230 Lenart v Slov. goricah",", DIMNIKARSTVO JOŽE KLOBASA S.P."
"TRGOGRAD trgovina in gradbeništvo, d.o.o., Litija","TRGOGRAD trgovina in gradbeništvo, d.o.o., Litija",,"Breg pri Litiji 56, 1270 Litija",", TRGOGRAD trgovina in gradbeništvo, d.o.o., Litija"
"CIFRA, finančne, računovodske in svetovalne storitve, d.o.o., Begunje","CIFRA, finančne, računovodske in svetovalne storitve, d.o.o., Begunje",,"Begunje na Gorenjskem 103, 4275 Begunje na Gorenjskem",", CIFRA, finančne, računovodske in svetovalne storitve, d.o.o., Begunje"
"KRIŽMAN trgovsko, storitveno in proizvodno podjetje, d.o.o.","KRIŽMAN trgovsko, storitveno in proizvodno podjetje, d.o.o.",,"Selska ulica 3, 1291 Škofljica",", KRIŽMAN trgovsko, storitveno in proizvodno podjetje, d.o.o."
"FIZIS podjetje za fizioterapijo, posredovanje, trgovino in storitve d.o.o.","FIZIS podjetje za fizioterapijo, posredovanje, trgovino in storitve d.o.o.",,"Cesta zmage 79, 2000 Maribor",", FIZIS podjetje za fizioterapijo, posredovanje, trgovino in storitve d.o.o."
LOVSKA DRUŽINA DOBRNIČ,LOVSKA DRUŽINA DOBRNIČ,,"Rdeči Kal 29, 8211 Dobrnič",", LOVSKA DRUŽINA DOBRNIČ"
DUROT dimnikarstvo Pesnica d.o.o.,DUROT dimnikarstvo Pesnica d.o.o.,,"Spodnje Dobrenje 25 B, 2211 Pesnica pri Mariboru",", DUROT dimnikarstvo Pesnica d.o.o."
ŠPIK PREVOZ OSEB - APARTMAJI MIROSLAV ŠPIK s.p.,ŠPIK PREVOZ OSEB - APARTMAJI MIROSLAV ŠPIK s.p.,,"Gorenji Novaki 24, 5282 Cerkno",", ŠPIK PREVOZ OSEB - APARTMAJI MIROSLAV ŠPIK s.p."
"KADIS kadrovsko izobraževalni inženiring, d.o.o., Ljubljana","KADIS kadrovsko izobraževalni inženiring, d.o.o., Ljubljana",,"Koprska ulica 72, 1000 Ljubljana",", KADIS kadrovsko izobraževalni inženiring, d.o.o., Ljubljana"
"ZASEBNA GINEKOLOŠKA ORDINACIJA , INGRID ŠEBÖK - SUKIČ, DR. MEDICINESPECIALISTKA GINEKOLOGIJE IN PORODNIŠTVA","ZASEBNA GINEKOLOŠKA ORDINACIJA , INGRID ŠEBÖK - SUKIČ, DR. MEDICINESPECIALISTKA GINEKOLOGIJE IN PORODNIŠTVA",,"Ulica Staneta Rozmana 16, 9000 Murska Sobota",", ZASEBNA GINEKOLOŠKA ORDINACIJA , INGRID ŠEBÖK - SUKIČ, DR. MEDICINESPECIALISTKA GINEKOLOGIJE IN PORODNIŠTVA"
"BARSOS-MC, zdravstvene storitve d.o.o.","BARSOS-MC, zdravstvene storitve d.o.o.",,"Gregorčičeva ulica 11, 1000 Ljubljana",", BARSOS-MC, zdravstvene storitve d.o.o."
MLADINSKI SERVIS VELENJE d.o.o.,MLADINSKI SERVIS VELENJE d.o.o.,,"Trg mladosti 2, 3320 Velenje",", MLADINSKI SERVIS VELENJE d.o.o."
"ALMA MATER EUROPAEA - INSTITUTUM STUDIORUM HUMANITATIS FAKULTETA ZA PODIPLOMSKI HUMANISTIČNI ŠTUDIJ, LJUBLJANA","ALMA MATER EUROPAEA - INSTITUTUM STUDIORUM HUMANITATIS FAKULTETA ZA PODIPLOMSKI HUMANISTIČNI ŠTUDIJ, LJUBLJANA",,"Kardeljeva ploščad 1, 1000 Ljubljana",", ALMA MATER EUROPAEA - INSTITUTUM STUDIORUM HUMANITATIS FAKULTETA ZA PODIPLOMSKI HUMANISTIČNI ŠTUDIJ, LJUBLJANA"
"STOMATOLOŠKA ORDINACIJA NINA TOMIĆ, dr. dent. med.","STOMATOLOŠKA ORDINACIJA NINA TOMIĆ, dr. dent. med.",,"Roška cesta 18, 1330 Kočevje",", STOMATOLOŠKA ORDINACIJA NINA TOMIĆ, dr. dent. med."
BOLDAN JOŽICA - AMBULANTA SPLOŠNE MEDICINE,BOLDAN JOŽICA - AMBULANTA SPLOŠNE MEDICINE,,"Ljubljanska cesta 1 A, 1330 Kočevje",", BOLDAN JOŽICA - AMBULANTA SPLOŠNE MEDICINE"
"ZASEBNA ZOBOZDRAVSTVENA AMBULANTA DIANA TURK, DR. DENT. MED.","ZASEBNA ZOBOZDRAVSTVENA AMBULANTA DIANA TURK, DR. DENT. MED.",,"Roška cesta 18, 1330 Kočevje",", ZASEBNA ZOBOZDRAVSTVENA AMBULANTA DIANA TURK, DR. DENT. MED."
ODORČIĆ LIDIJA - ORDINACIJA SPLOŠNE MEDICINE,ODORČIĆ LIDIJA - ORDINACIJA SPLOŠNE MEDICINE,,"Kekčeva ulica 3, 1330 Kočevje",", ODORČIĆ LIDIJA - ORDINACIJA SPLOŠNE MEDICINE"
ODORČIĆ TIHOMIR - ORDINACIJA SPLOŠNE MEDICINE,ODORČIĆ TIHOMIR - ORDINACIJA SPLOŠNE MEDICINE,,"Kekčeva ulica 3, 1330 Kočevje",", ODORČIĆ TIHOMIR - ORDINACIJA SPLOŠNE MEDICINE"
LOLIĆ DAMIR - AMBULANTA SPLOŠNE MEDICINE,LOLIĆ DAMIR - AMBULANTA SPLOŠNE MEDICINE,,"Roška cesta 18, 1330 Kočevje",", LOLIĆ DAMIR - AMBULANTA SPLOŠNE MEDICINE"
"EUROPLAKAT d.o.o., podjetje za ekonomsko propagando in reklamo, Ljubljana","EUROPLAKAT d.o.o., podjetje za ekonomsko propagando in reklamo, Ljubljana",,"Koprska ulica 98, 1000 Ljubljana",", EUROPLAKAT d.o.o., podjetje za ekonomsko propagando in reklamo, Ljubljana"
"""PREVOZNIŠTVO MIKI"" MERZDOVNIK MILAN S.P.","""PREVOZNIŠTVO MIKI"" MERZDOVNIK MILAN S.P.",,"Mislinjska Dobrava 114 A, 2383 Šmartno pri Slovenj Gradcu",", ""PREVOZNIŠTVO MIKI"" MERZDOVNIK MILAN S.P."
LOVSKA DRUŽINA KOBILJE,LOVSKA DRUŽINA KOBILJE,,"Kobilje 230, 9227 Kobilje",", LOVSKA DRUŽINA KOBILJE"
"EVA Podjetje za zdravstveno dejavnost, Krško d.o.o.","EVA Podjetje za zdravstveno dejavnost, Krško d.o.o.",,"Pleterje 24, 8272 Zdole",", EVA Podjetje za zdravstveno dejavnost, Krško d.o.o."
"NIVO, gradnje in ekologija, d.d., Celje -  v stečaju","NIVO, gradnje in ekologija, d.d., Celje -  v stečaju",,"Ronkova ulica 4, 2380 Slovenj Gradec",", NIVO, gradnje in ekologija, d.d., Celje -  v stečaju"
BABIT Zobozdravstveni center d.o.o.,BABIT Zobozdravstveni center d.o.o.,,"Kolezijska ulica 25, 1000 Ljubljana",", BABIT Zobozdravstveni center d.o.o."
"PREVOZI UMRLIH OSEB, UREJANJE POKOPALIŠČ IN IZKOP TER ZASIP JAM, DEJAVNOST CVETLIČARN DRAGO ŽEKAR S.P.","PREVOZI UMRLIH OSEB, UREJANJE POKOPALIŠČ IN IZKOP TER ZASIP JAM, DEJAVNOST CVETLIČARN DRAGO ŽEKAR S.P.",,"Gradiški Dol 6 B, 3250 Rogaška Slatina",", PREVOZI UMRLIH OSEB, UREJANJE POKOPALIŠČ IN IZKOP TER ZASIP JAM, DEJAVNOST CVETLIČARN DRAGO ŽEKAR S.P."
VETERINARSKI INŽENIRING d.o.o.,VETERINARSKI INŽENIRING d.o.o.,,"Dolga ulica 30, 9226 Moravske Toplice",", VETERINARSKI INŽENIRING d.o.o."
MIKLAVŽEV VRTEC - ŽUPNIJSKI VRTEC,MIKLAVŽEV VRTEC - ŽUPNIJSKI VRTEC,,"Šolska pot 1, 1370 Logatec",", MIKLAVŽEV VRTEC - ŽUPNIJSKI VRTEC"
ELEKTROMEHANIKA BRANKO GREGORIČ S.P.,ELEKTROMEHANIKA BRANKO GREGORIČ S.P.,,"Zabrdje 26, 8233 Mirna",", ELEKTROMEHANIKA BRANKO GREGORIČ S.P."
"SIRIO, podjetje za nautiko, ribištvo in trgovino, d.o.o., Koper","SIRIO, podjetje za nautiko, ribištvo in trgovino, d.o.o., Koper",,"Kvedrova cesta 16, 6000 Koper - Capodistria",", SIRIO, podjetje za nautiko, ribištvo in trgovino, d.o.o., Koper"
ČISTO MESTO PTUJ podjetje za gospodarjenje z odpadki d.o.o.,ČISTO MESTO PTUJ podjetje za gospodarjenje z odpadki d.o.o.,,"Dornavska cesta 26, 2250 Ptuj",", ČISTO MESTO PTUJ podjetje za gospodarjenje z odpadki d.o.o."
MODMED podjetje za zdravstveno dejavnost d.o.o.,MODMED podjetje za zdravstveno dejavnost d.o.o.,,"Zagojiči 7, 2272 Gorišnica",", MODMED podjetje za zdravstveno dejavnost d.o.o."
"ZAVOD DOM MARIJE IN MARTE - KARITAS LOGATEC, Dom za ostarele","ZAVOD DOM MARIJE IN MARTE - KARITAS LOGATEC, Dom za ostarele",,"Šolska pot 1, 1370 Logatec",", ZAVOD DOM MARIJE IN MARTE - KARITAS LOGATEC, Dom za ostarele"
"DAGRA svetovanje v zvezi z zdravstvom d.o.o., Ljubljana, Vodovodna cesta 67","DAGRA svetovanje v zvezi z zdravstvom d.o.o., Ljubljana, Vodovodna cesta 67",,"Vodovodna cesta 67, 1000 Ljubljana",", DAGRA svetovanje v zvezi z zdravstvom d.o.o., Ljubljana, Vodovodna cesta 67"
"ORALNA KIRURGIJA IN ZOBOZDRAVSTVO ALEKSANDER LIPOVEC DR. DENT. MED., SPEC. ORAL. KIRURG.","ORALNA KIRURGIJA IN ZOBOZDRAVSTVO ALEKSANDER LIPOVEC DR. DENT. MED., SPEC. ORAL. KIRURG.",,"Prečna ulica 2, 6230 Postojna",", ORALNA KIRURGIJA IN ZOBOZDRAVSTVO ALEKSANDER LIPOVEC DR. DENT. MED., SPEC. ORAL. KIRURG."
"C3M d.o.o., Center za računalništvo v mehaniki kontinuuma - modeliranje in trženje","C3M d.o.o., Center za računalništvo v mehaniki kontinuuma - modeliranje in trženje",,"Vandotova ulica 55, 1000 Ljubljana",", C3M d.o.o., Center za računalništvo v mehaniki kontinuuma - modeliranje in trženje"
SARIĆ DUBRAVKO - ZASEBNI ZOBOZDRAVNIK,SARIĆ DUBRAVKO - ZASEBNI ZOBOZDRAVNIK,,"Majnikova ulica 1, 1310 Ribnica",", SARIĆ DUBRAVKO - ZASEBNI ZOBOZDRAVNIK"
"ŠTUDENTSKI SERVIS TRBOVLJE d.o.o., agencija za posredovanje delovne sile","ŠTUDENTSKI SERVIS TRBOVLJE d.o.o., agencija za posredovanje delovne sile",,"Gimnazijska cesta 7, 1420 Trbovlje",", ŠTUDENTSKI SERVIS TRBOVLJE d.o.o., agencija za posredovanje delovne sile"
SANTRA reševalni prevozi d.o.o.,SANTRA reševalni prevozi d.o.o.,,"Masarykova ulica 26, 2000 Maribor",", SANTRA reševalni prevozi d.o.o."
"PACIENT podjetje za zdravstvene storitve d.o.o., Ljubljana, Savska cesta 3","PACIENT podjetje za zdravstvene storitve d.o.o., Ljubljana, Savska cesta 3",,"Savska cesta 3, 1000 Ljubljana",", PACIENT podjetje za zdravstvene storitve d.o.o., Ljubljana, Savska cesta 3"
ZDRAVSTVENI ZAVOD ZDRAVJE LJUBLJANA,ZDRAVSTVENI ZAVOD ZDRAVJE LJUBLJANA,,"Smoletova ulica 18, 1000 Ljubljana",", ZDRAVSTVENI ZAVOD ZDRAVJE LJUBLJANA"
BSH HIŠNI APARATI d.o.o. Nazarje,BSH HIŠNI APARATI d.o.o. Nazarje,,"Savinjska cesta 30, 3331 Nazarje",", BSH HIŠNI APARATI d.o.o. Nazarje"
"ABITURA Podjetje za izobraževanje, d.o.o., Celje","ABITURA Podjetje za izobraževanje, d.o.o., Celje",,"Lava 7, 3000 Celje",", ABITURA Podjetje za izobraževanje, d.o.o., Celje"
AVTOPREVOZNIŠTVO - KRAŠEVEC SANDI S.P.,AVTOPREVOZNIŠTVO - KRAŠEVEC SANDI S.P.,,"Moravče pri Gabrovki 12, 1274 Gabrovka",", AVTOPREVOZNIŠTVO - KRAŠEVEC SANDI S.P."
"ZAVOD SV. STANISLAVA za vzgojo, izobraževanje in kulturne dejavnosti","ZAVOD SV. STANISLAVA za vzgojo, izobraževanje in kulturne dejavnosti",,"Štula 23, 1210 Ljubljana - Šentvid",", ZAVOD SV. STANISLAVA za vzgojo, izobraževanje in kulturne dejavnosti"
"METALKA STANOVANJSKE STORITVE Podjetje za stanovanjske storitve in promet z nepremičninami, d.o.o.","METALKA STANOVANJSKE STORITVE Podjetje za stanovanjske storitve in promet z nepremičninami, d.o.o.",,"Industrijska cesta 1, 1000 Ljubljana",", METALKA STANOVANJSKE STORITVE Podjetje za stanovanjske storitve in promet z nepremičninami, d.o.o."
"PANEK podjetje za pogrebne, administrativne, svetovalne in organizacijske storitve d.o.o.","PANEK podjetje za pogrebne, administrativne, svetovalne in organizacijske storitve d.o.o.",,"Cankarjeva ulica 9, 2314 Zgornja Polskava",", PANEK podjetje za pogrebne, administrativne, svetovalne in organizacijske storitve d.o.o."
PETROL ENERGETIKA proizvodnja in distribucija energetskih medijev d.o.o.,PETROL ENERGETIKA proizvodnja in distribucija energetskih medijev d.o.o.,,"Koroška cesta 14, 2390 Ravne na Koroškem",", PETROL ENERGETIKA proizvodnja in distribucija energetskih medijev d.o.o."
LPKF LASER & ELECTRONICS d.o.o.,LPKF LASER & ELECTRONICS d.o.o.,,"Polica 33, 4202 Naklo",", LPKF LASER & ELECTRONICS d.o.o."
"ZOBNA VILA, dentalni studio, d.o.o.","ZOBNA VILA, dentalni studio, d.o.o.",,"Trubarjeva ulica 11, 3000 Celje",", ZOBNA VILA, dentalni studio, d.o.o."
IN storitve d.o.o.,IN storitve d.o.o.,,"Spodnje Pirniče 36 A, 1215 Medvode",", IN storitve d.o.o."
"CONTRACO-ŠPESOV DOM VOJNIK, storitvena družba, d.o.o.","CONTRACO-ŠPESOV DOM VOJNIK, storitvena družba, d.o.o.",,"Cesta v Tomaž 6 A, 3212 Vojnik",", CONTRACO-ŠPESOV DOM VOJNIK, storitvena družba, d.o.o."
"ERUDIO IZOBRAŽEVALNI CENTER, Zavod za izobraževanje, svetovanje in organizacijo","ERUDIO IZOBRAŽEVALNI CENTER, Zavod za izobraževanje, svetovanje in organizacijo",,"Litostrojska cesta 40, 1000 Ljubljana",", ERUDIO IZOBRAŽEVALNI CENTER, Zavod za izobraževanje, svetovanje in organizacijo"
"KA & UP zastopanje, posredovanje, trgovina in storitve d.o.o.","KA & UP zastopanje, posredovanje, trgovina in storitve d.o.o.",,"Osojnikova cesta 9, 2250 Ptuj",", KA & UP zastopanje, posredovanje, trgovina in storitve d.o.o."
"MEDIACOM, svetovalno - trgovsko podjetje Kranj, d.o.o.","MEDIACOM, svetovalno - trgovsko podjetje Kranj, d.o.o.",,"Bleiweisova cesta 6, 4000 Kranj",", MEDIACOM, svetovalno - trgovsko podjetje Kranj, d.o.o."
ZDRAVILIŠČE ROGAŠKA-ZDRAVSTVO d.o.o.,ZDRAVILIŠČE ROGAŠKA-ZDRAVSTVO d.o.o.,,"Zdraviliški trg 9, 3250 Rogaška Slatina",", ZDRAVILIŠČE ROGAŠKA-ZDRAVSTVO d.o.o."
"LEPOŠA DIMNIKARSTVO d.o.o., Trbovlje","LEPOŠA DIMNIKARSTVO d.o.o., Trbovlje",,"Gabrsko 57 C, 1420 Trbovlje",", LEPOŠA DIMNIKARSTVO d.o.o., Trbovlje"
"ŽALUJKA, podjetje za storitve in trgovino d.o.o.","ŽALUJKA, podjetje za storitve in trgovino d.o.o.",,"Laze pri Dramljah 14 A, 3222 Dramlje",", ŽALUJKA, podjetje za storitve in trgovino d.o.o."
SICENTER Center za socialne indikatorje Firma v angleškem jeziku: SICENTER-Socio-economic Indicators Center,SICENTER Center za socialne indikatorje Firma v angleškem jeziku: SICENTER-Socio-economic Indicators Center,,"Brajnikova ulica 19, 1000 Ljubljana",", SICENTER Center za socialne indikatorje Firma v angleškem jeziku: SICENTER-Socio-economic Indicators Center"
